bet,date,hometeam,awayteam,bank,my_homeodds,my_awayodds,official_homeodds,official_awayodds
2,06/01/16,Napoli,Torino,-111.2,2.42,2.58,1.36,9.0
1,06/01/16,Palermo,Fiorentina,-131.2,1.72,7.15,4.33,1.83
1,09/01/16,Carpi,Udinese,-89.2,1.59,20.67,3.1,2.5
1,10/01/16,Frosinone,Napoli,-109.2,1.3,13.13,13.0,1.22
1,10/01/16,Sampdoria,Juventus,-129.2,1.51,11.43,7.5,1.5
1,16/01/16,Atalanta,Inter,-149.2,1.62,11.54,3.75,2.05
2,16/01/16,Napoli,Sassuolo,-169.2,2.19,2.71,1.29,10.0
2,16/01/16,Torino,Frosinone,-189.2,1.91,3.41,1.3,10.0
1,17/01/16,Bologna,Lazio,-209.2,1.7,9.13,3.75,2.1
1,17/01/16,Udinese,Juventus,-229.2,1.56,10.66,6.5,1.57
1,23/01/16,Empoli,Milan,-249.2,1.6,14.53,3.1,2.4
1,23/01/16,Frosinone,Atalanta,-269.2,1.62,11.52,3.5,2.1
2,24/01/16,Lazio,Chievo,-289.2,3.35,2.36,1.67,5.75
1,24/01/16,Sampdoria,Napoli,-309.2,1.58,7.24,6.5,1.5
2,30/01/16,Roma,Frosinone,-329.2,1.69,4.11,1.22,15.0
1,31/01/16,Chievo,Juventus,-349.2,1.8,5.52,7.5,1.53
1,31/01/16,Udinese,Lazio,-369.2,1.64,11.33,3.3,2.25
1,02/02/16,Sassuolo,Roma,-389.2,1.61,13.87,3.1,2.38
1,03/02/16,Lazio,Napoli,-409.2,1.56,12.08,4.0,1.91
1,03/02/16,Palermo,Milan,-429.2,1.58,11.09,4.0,1.91
1,06/02/16,Bologna,Fiorentina,-449.2,1.69,8.8,3.6,2.1
1,07/02/16,Frosinone,Juventus,-469.2,1.32,11.11,13.0,1.22
1,12/02/16,Carpi,Roma,-489.2,1.62,9.53,4.33,1.83
1,14/02/16,Palermo,Torino,-509.2,1.56,21.14,3.2,2.38
1,19/02/16,Bologna,Juventus,-529.2,2.09,4.11,7.5,1.57
1,21/02/16,Frosinone,Lazio,-549.2,1.59,10.84,5.5,1.7
2,21/02/16,Roma,Palermo,-569.2,2.19,2.77,1.29,10.5
1,27/02/16,Empoli,Roma,-589.2,1.67,8.54,4.5,1.8
1,28/02/16,Chievo,Genoa,-549.2,1.58,28.91,3.0,2.5
2,05/03/16,Napoli,Chievo,-569.2,1.84,3.08,1.17,17.0
1,06/03/16,Frosinone,Udinese,-521.2,1.59,15.09,3.4,2.2
2,06/03/16,Inter,Palermo,-541.2,2.15,2.84,1.29,11.0
2,11/03/16,Juventus,Sassuolo,-561.2,2.22,2.87,1.3,12.0
1,13/03/16,Palermo,Napoli,-581.2,1.45,8.23,11.0,1.3
1,20/03/16,Frosinone,Fiorentina,-601.2,1.55,9.67,7.0,1.53
1,20/03/16,Torino,Juventus,-621.2,2.05,5.25,4.75,1.95
1,03/04/16,Atalanta,Milan,-575.2,1.56,17.44,3.3,2.25
1,03/04/16,Lazio,Roma,-595.2,1.61,11.94,3.3,2.2
1,03/04/16,Udinese,Napoli,-485.2,1.52,8.98,6.5,1.5
1,09/04/16,Frosinone,Inter,-505.2,1.57,10.51,6.0,1.57
1,10/04/16,Palermo,Lazio,-525.2,1.62,11.52,3.4,2.1
1,17/04/16,Atalanta,Roma,-545.2,1.55,12.65,5.0,1.75
1,20/04/16,Genoa,Inter,-493.2,1.55,14.59,3.6,2.05
1,20/04/16,Udinese,Fiorentina,-447.2,1.64,10.55,3.3,2.2
2,23/04/16,Inter,Udinese,-467.2,2.25,3.15,1.44,8.5
1,25/04/16,Verona,Milan,-387.2,1.56,12.62,5.0,1.75
2,01/05/16,Juventus,Carpi,-407.2,1.77,3.95,1.25,13.0
2,01/05/16,Milan,Frosinone,-427.2,1.82,3.52,1.22,15.0
1,02/05/16,Genoa,Roma,-447.2,1.77,5.94,5.5,1.67
2,02/05/16,Napoli,Atalanta,-467.2,2.04,2.65,1.17,17.0
1,07/05/16,Bologna,Milan,-487.2,1.56,15.88,3.6,2.1
1,08/05/16,Atalanta,Udinese,-507.2,1.54,20.39,3.8,2.05
1,08/05/16,Frosinone,Sassuolo,-527.2,1.46,19.35,3.8,1.91
2,08/05/16,Roma,Chievo,-547.2,1.94,3.02,1.22,13.0
1,08/05/16,Torino,Napoli,-567.2,1.42,10.64,7.5,1.4
1,08/05/16,Verona,Juventus,-467.2,1.96,3.87,6.0,1.53
2,14/05/16,Napoli,Frosinone,-487.2,1.53,4.04,1.1,26.0
2,15/05/16,Palermo,Verona,-507.2,1.87,3.11,1.2,13.0
1,21/08/16,Atalanta,Lazio,-527.2,1.54,22.69,3.1,2.4
1,21/08/16,Chievo,Inter,-472.2,1.73,8.37,3.75,2.1
1,21/08/16,Palermo,Sassuolo,-492.2,1.57,19.79,3.0,2.5
1,21/08/16,Pescara,Napoli,-512.2,2.27,2.97,7.5,1.44
1,28/08/16,Cagliari,Roma,-532.2,1.65,7.89,4.75,1.7
1,28/08/16,Crotone,Genoa,-552.2,1.73,7.92,4.0,1.91
2,28/08/16,Inter,Palermo,-572.2,1.99,3.5,1.33,10.0
2,10/09/16,Juventus,Sassuolo,-592.2,1.87,3.77,1.3,12.0
1,10/09/16,Palermo,Napoli,-612.2,1.53,6.81,9.0,1.33
1,11/09/16,Chievo,Lazio,-632.2,1.57,20.27,3.0,2.5
1,11/09/16,Pescara,Inter,-652.2,2.04,4.12,4.75,1.75
2,11/09/16,Roma,Sampdoria,-672.2,2.38,2.57,1.33,9.0
2,17/09/16,Napoli,Bologna,-692.2,2.04,2.91,1.25,12.0
1,18/09/16,Inter,Juventus,-632.2,1.71,7.81,4.0,1.95
1,21/09/16,Genoa,Napoli,-652.2,1.73,6.38,4.75,1.75
1,21/09/16,Udinese,Fiorentina,-672.2,1.56,19.12,3.25,2.3
1,24/09/16,Palermo,Juventus,-692.2,2.02,3.1,11.0,1.29
2,25/09/16,Lazio,Empoli,-712.2,2.84,2.44,1.44,8.5
1,26/09/16,Crotone,Atalanta,-732.2,1.68,9.71,4.5,1.91
1,02/10/16,Atalanta,Napoli,-632.2,1.56,9.13,6.0,1.55
2,16/10/16,Inter,Cagliari,-482.2,2.59,2.48,1.4,8.5
1,17/10/16,Palermo,Torino,-502.2,1.57,13.2,3.8,2.0
1,23/10/16,Atalanta,Inter,-456.2,1.54,17.17,3.3,2.2
1,23/10/16,Crotone,Napoli,-476.2,1.8,3.58,15.0,1.22
2,23/10/16,Roma,Palermo,-496.2,1.7,3.7,1.18,17.0
1,26/10/16,Sassuolo,Roma,-516.2,1.68,8.49,4.2,1.91
1,29/10/16,Bologna,Fiorentina,-536.2,1.63,12.67,3.25,2.3
1,30/10/16,Empoli,Roma,-556.2,1.83,4.63,6.0,1.55
1,30/10/16,Sampdoria,Inter,-504.2,1.61,10.93,3.6,2.05
1,31/10/16,Udinese,Torino,-524.2,1.53,26.34,2.88,2.45
2,05/11/16,Torino,Cagliari,-544.2,3.37,2.12,1.55,5.75
1,06/11/16,Chievo,Juventus,-564.2,1.91,4.42,9.0,1.44
1,06/11/16,Palermo,Milan,-584.2,1.73,6.44,5.5,1.67
2,06/11/16,Roma,Bologna,-604.2,1.8,3.61,1.25,12.0
1,19/11/16,Udinese,Napoli,-624.2,1.46,19.76,4.75,1.75
1,20/11/16,Atalanta,Roma,-564.2,1.52,17.68,4.0,1.95
1,20/11/16,Crotone,Torino,-584.2,1.52,13.02,5.0,1.73
1,20/11/16,Empoli,Fiorentina,-604.2,1.57,14.92,3.9,2.0
1,20/11/16,Milan,Inter,-624.2,1.51,36.68,2.8,2.6
1,26/11/16,Empoli,Milan,-644.2,1.64,11.42,3.8,2.05
1,27/11/16,Crotone,Sampdoria,-664.2,1.58,13.46,3.3,2.2
1,27/11/16,Genoa,Juventus,-564.2,1.89,4.88,6.0,1.62
1,27/11/16,Palermo,Lazio,-584.2,1.7,6.24,5.5,1.62
2,28/11/16,Napoli,Sassuolo,-604.2,1.71,4.01,1.25,12.0
1,10/12/16,Sampdoria,Lazio,-624.2,1.54,18.25,3.0,2.38
1,11/12/16,Cagliari,Napoli,-644.2,1.64,6.22,6.0,1.53
2,11/12/16,Inter,Genoa,-664.2,3.37,2.29,1.67,5.5
1,11/12/16,Torino,Juventus,-684.2,1.92,4.94,4.33,1.85
1,22/12/16,Fiorentina,Napoli,-704.2,1.61,10.54,3.5,2.1
1,08/01/17,Udinese,Inter,-724.2,1.59,11.71,3.75,2.0
2,14/01/17,Inter,Chievo,-744.2,2.26,3.07,1.44,8.0
1,15/01/17,Cagliari,Genoa,-708.2,1.51,22.06,2.8,2.5
1,15/01/17,Fiorentina,Juventus,-633.2,1.99,4.92,4.75,1.83
1,21/01/17,Milan,Napoli,-653.2,1.64,11.6,4.0,2.0
1,22/01/17,Palermo,Inter,-673.2,1.6,7.91,6.5,1.55
2,22/01/17,Roma,Cagliari,-693.2,1.81,3.39,1.25,11.0
1,29/01/17,Sampdoria,Roma,-618.2,1.55,10.85,4.75,1.75
1,29/01/17,Sassuolo,Juventus,-638.2,1.65,6.08,6.5,1.5
1,01/02/17,Pescara,Fiorentina,-658.2,1.71,7.3,4.5,1.83
1,04/02/17,Bologna,Napoli,-678.2,1.48,9.8,7.5,1.44
2,05/02/17,Atalanta,Cagliari,-698.2,2.55,2.66,1.44,8.0
1,08/02/17,Bologna,Milan,-718.2,1.64,12.3,3.4,2.25
1,08/02/17,Crotone,Juventus,-738.2,1.37,9.56,13.0,1.22
1,12/02/17,Cagliari,Juventus,-758.2,1.89,3.7,10.0,1.33
1,12/02/17,Crotone,Roma,-778.2,1.6,5.69,8.5,1.36
1,12/02/17,Palermo,Atalanta,-798.2,1.53,14.78,5.0,1.75
2,18/02/17,Atalanta,Crotone,-818.2,1.6,5.19,1.25,15.0
1,18/02/17,Empoli,Lazio,-838.2,1.53,12.73,5.5,1.67
1,19/02/17,Bologna,Inter,-858.2,1.62,10.37,4.75,1.8
1,19/02/17,Chievo,Napoli,-878.2,1.65,6.47,8.5,1.44
1,19/02/17,Pescara,Genoa,-828.2,1.64,10.51,3.5,2.1
2,25/02/17,Napoli,Atalanta,-728.2,2.92,2.45,1.57,6.0
1,05/03/17,Bologna,Lazio,-748.2,1.56,10.84,4.33,1.8
1,05/03/17,Udinese,Juventus,-768.2,1.8,5.16,7.5,1.5
2,12/03/17,Fiorentina,Cagliari,-788.2,2.45,2.62,1.44,7.0
2,12/03/17,Napoli,Crotone,-808.2,1.42,5.91,1.14,21.0
1,12/03/17,Palermo,Roma,-828.2,1.69,5.07,8.0,1.4
1,18/03/17,Torino,Inter,-848.2,1.5,14.57,3.7,1.95
1,19/03/17,Cagliari,Lazio,-868.2,2.03,3.72,6.0,1.55
1,19/03/17,Crotone,Fiorentina,-888.2,1.54,11.94,5.5,1.67
1,19/03/17,Empoli,Napoli,-908.2,1.44,7.98,11.0,1.29
1,19/03/17,Sampdoria,Juventus,-928.2,1.78,5.29,7.0,1.53
1,01/04/17,Sassuolo,Lazio,-948.2,1.51,14.06,4.5,1.8
1,02/04/17,Genoa,Atalanta,-968.2,1.56,15.88,3.8,2.05
2,03/04/17,Inter,Sampdoria,-808.2,2.49,2.4,1.33,9.0
1,09/04/17,Bologna,Roma,-828.2,1.55,6.89,7.0,1.44
1,09/04/17,Cagliari,Torino,-848.2,1.51,18.62,3.0,2.3
1,09/04/17,Crotone,Inter,-668.2,1.54,6.61,10.0,1.33
1,09/04/17,Sampdoria,Fiorentina,-688.2,1.52,17.87,3.0,2.3
2,15/04/17,Napoli,Udinese,-708.2,2.02,2.97,1.22,13.0
1,15/04/17,Pescara,Juventus,-728.2,2.57,2.29,9.0,1.29
1,23/04/17,Chievo,Torino,-748.2,1.51,18.5,3.0,2.25
2,23/04/17,Juventus,Genoa,-768.2,1.56,4.66,1.18,17.0
1,23/04/17,Sassuolo,Napoli,-788.2,1.49,8.56,9.5,1.36
1,24/04/17,Pescara,Roma,-808.2,2.48,2.26,11.0,1.22
1,30/04/17,Crotone,Milan,-828.2,1.62,10.48,4.0,1.95
1,30/04/17,Inter,Napoli,-848.2,1.56,15.09,3.1,2.3
1,30/04/17,Palermo,Fiorentina,-708.2,1.92,3.72,8.0,1.4
2,06/05/17,Napoli,Cagliari,-728.2,1.34,6.97,1.13,21.0
1,07/05/17,Genoa,Inter,-653.2,1.53,11.72,4.75,1.75
2,07/05/17,Lazio,Sampdoria,-673.2,1.86,3.25,1.22,13.0
1,07/05/17,Milan,Roma,-693.2,1.52,13.01,3.25,2.1
1,07/05/17,Pescara,Crotone,-713.2,1.58,7.12,5.0,1.6
1,14/05/17,Cagliari,Empoli,-675.2,1.44,27.98,2.9,2.3
2,14/05/17,Inter,Sassuolo,-560.2,3.29,2.06,1.44,6.75
1,14/05/17,Torino,Napoli,-580.2,1.63,6.08,6.0,1.5
1,20/05/17,Chievo,Roma,-600.2,1.53,5.24,13.0,1.22
2,20/05/17,Napoli,Fiorentina,-620.2,1.88,3.18,1.25,10.0
2,21/05/17,Juventus,Crotone,-640.2,1.7,3.6,1.17,17.0
2,27/05/17,Atalanta,Chievo,-660.2,1.82,3.52,1.29,9.5
1,27/05/17,Bologna,Juventus,-680.2,1.94,4.26,4.5,1.73
1,28/05/17,Palermo,Empoli,-580.2,1.49,10.04,6.0,1.53
1,28/05/17,Sampdoria,Napoli,-600.2,1.63,3.92,15.0,1.18
1,19/08/17,Verona,Napoli,-620.2,1.9,3.79,8.0,1.4
1,20/08/17,Bologna,Torino,-640.2,1.57,16.66,3.1,2.38
1,20/08/17,Crotone,Milan,-660.2,1.52,10.62,6.0,1.57
1,26/08/17,Genoa,Juventus,-680.2,1.65,5.84,9.0,1.4
2,27/08/17,Milan,Cagliari,-700.2,1.78,3.51,1.22,13.0
1,10/09/17,Benevento,Torino,-720.2,1.68,7.15,4.33,1.83
1,10/09/17,Bologna,Napoli,-740.2,1.58,6.0,10.0,1.33
1,10/09/17,Verona,Fiorentina,-760.2,1.64,11.31,3.4,2.2
